"customer_id","txn_date","txn_type","txn_amount","running_balance"
239,"2020-01-18","purchase",618,-618
239,"2020-01-18","deposit",771,153
239,"2020-01-24","purchase",40,113
239,"2020-01-25","purchase",123,-10
239,"2020-02-12","deposit",716,706
239,"2020-03-01","purchase",345,361
239,"2020-03-09","withdrawal",113,248
239,"2020-03-12","deposit",506,754
239,"2020-03-21","deposit",586,1340
239,"2020-03-29","withdrawal",718,622
239,"2020-03-29","withdrawal",48,574
239,"2020-04-06","deposit",829,1403
239,"2020-04-08","deposit",468,1871
240,"2020-01-10","deposit",872,872
240,"2020-01-12","purchase",725,147
240,"2020-01-20","deposit",748,895
240,"2020-01-29","purchase",684,211
240,"2020-01-30","deposit",897,1108
240,"2020-02-01","purchase",313,795
240,"2020-02-01","purchase",6,789
240,"2020-02-07","purchase",35,754
240,"2020-03-01","deposit",864,1618
240,"2020-03-08","deposit",460,2078
240,"2020-03-08","deposit",853,2931
240,"2020-03-17","withdrawal",494,2437
240,"2020-03-24","deposit",995,3432
240,"2020-03-25","withdrawal",232,3200
240,"2020-04-01","withdrawal",35,3165
240,"2020-04-03","purchase",258,2907
240,"2020-04-04","deposit",168,3075
241,"2020-01-01","deposit",161,161
241,"2020-01-05","purchase",141,20
242,"2020-01-20","deposit",256,256
242,"2020-01-22","purchase",227,29
242,"2020-01-27","deposit",441,470
242,"2020-01-28","deposit",673,1143
242,"2020-02-10","withdrawal",835,308
242,"2020-02-12","withdrawal",228,80
242,"2020-02-20","withdrawal",328,-248
242,"2020-02-22","deposit",134,-114
242,"2020-02-26","withdrawal",643,-757
242,"2020-02-28","deposit",295,-462
242,"2020-03-02","deposit",286,-176
242,"2020-03-09","purchase",225,-401
242,"2020-03-12","withdrawal",654,-1055
242,"2020-03-16","withdrawal",713,-1768
242,"2020-03-16","withdrawal",123,-1891
242,"2020-04-01","purchase",503,-2394
242,"2020-04-05","withdrawal",915,-3309
242,"2020-04-05","withdrawal",372,-3681
242,"2020-04-09","deposit",1,-3680
242,"2020-04-12","purchase",337,-4017
242,"2020-04-14","withdrawal",47,-4064
242,"2020-04-18","deposit",730,-3334
243,"2020-01-01","deposit",247,247
243,"2020-01-05","purchase",439,-192
243,"2020-01-14","withdrawal",176,-368
243,"2020-03-13","deposit",964,596
243,"2020-03-21","deposit",351,947
243,"2020-03-24","deposit",32,979
244,"2020-01-27","deposit",728,728
244,"2020-02-05","purchase",220,508
244,"2020-02-13","deposit",448,956
244,"2020-02-18","deposit",796,1752
244,"2020-03-31","deposit",178,1930
244,"2020-04-10","purchase",284,1646
244,"2020-04-18","withdrawal",769,877
245,"2020-01-30","deposit",76,76
245,"2020-02-14","deposit",320,396
245,"2020-02-19","withdrawal",737,-341
245,"2020-03-01","deposit",483,142
245,"2020-03-01","purchase",82,60
245,"2020-03-04","purchase",116,-56
245,"2020-03-08","deposit",345,289
245,"2020-03-10","withdrawal",45,244
245,"2020-03-20","deposit",127,371
245,"2020-03-22","withdrawal",870,-499
245,"2020-03-23","purchase",434,-933
245,"2020-03-23","withdrawal",536,-1469
245,"2020-03-27","withdrawal",322,-1791
245,"2020-04-07","deposit",891,-900
245,"2020-04-07","purchase",620,-1520
245,"2020-04-12","deposit",244,-1276
245,"2020-04-16","deposit",266,-1010
245,"2020-04-24","deposit",880,-130
245,"2020-04-28","withdrawal",891,-1021
246,"2020-01-29","deposit",506,506
246,"2020-02-10","deposit",609,1115
246,"2020-02-18","purchase",531,584
246,"2020-03-03","deposit",909,1493
246,"2020-03-05","withdrawal",527,966
246,"2020-03-25","withdrawal",689,277
246,"2020-04-03","purchase",859,-582
246,"2020-04-07","deposit",265,-317
246,"2020-04-08","purchase",860,-1177
246,"2020-04-09","withdrawal",955,-2132
247,"2020-01-01","deposit",930,930
247,"2020-01-02","deposit",53,983
247,"2020-02-04","deposit",348,1331
247,"2020-02-15","purchase",754,577
247,"2020-03-11","purchase",317,260
247,"2020-03-13","deposit",132,392
247,"2020-03-28","withdrawal",95,297
248,"2020-01-24","deposit",304,304
248,"2020-02-04","deposit",980,1284
248,"2020-02-10","withdrawal",617,667
248,"2020-03-04","purchase",938,-271
248,"2020-03-13","deposit",654,383
248,"2020-03-26","deposit",572,955
248,"2020-04-05","deposit",844,1799
248,"2020-04-08","withdrawal",620,1179
248,"2020-04-10","withdrawal",166,1013
248,"2020-04-19","deposit",175,1188
249,"2020-01-14","deposit",336,336
249,"2020-03-02","deposit",729,1065
249,"2020-04-12","withdrawal",170,895
250,"2020-01-25","deposit",625,625
250,"2020-01-28","withdrawal",476,149
250,"2020-02-12","purchase",389,-240
250,"2020-02-24","deposit",850,610
250,"2020-02-27","purchase",610,0
250,"2020-03-04","purchase",643,-643
250,"2020-03-04","withdrawal",47,-690
250,"2020-03-09","deposit",146,-544
250,"2020-03-12","deposit",895,351
250,"2020-03-26","deposit",493,844
250,"2020-03-31","withdrawal",667,177
250,"2020-04-02","withdrawal",195,-18
250,"2020-04-03","withdrawal",903,-921
250,"2020-04-17","withdrawal",634,-1555
251,"2020-01-09","deposit",961,961
251,"2020-01-19","withdrawal",413,548
251,"2020-01-19","purchase",108,440
251,"2020-01-21","deposit",836,1276
251,"2020-02-12","purchase",874,402
251,"2020-02-17","purchase",783,-381
251,"2020-02-27","deposit",200,-181
251,"2020-02-28","withdrawal",743,-924
251,"2020-03-03","withdrawal",977,-1901
251,"2020-03-07","deposit",703,-1198
251,"2020-03-09","purchase",598,-1796
251,"2020-03-11","deposit",323,-1473
251,"2020-03-11","withdrawal",238,-1711
251,"2020-03-17","purchase",153,-1864
251,"2020-03-25","deposit",595,-1269
251,"2020-03-29","deposit",39,-1230
251,"2020-04-01","withdrawal",653,-1883
252,"2020-01-26","deposit",982,982
252,"2020-01-28","purchase",693,289
252,"2020-04-24","withdrawal",156,133
253,"2020-01-29","withdrawal",971,-971
253,"2020-01-29","deposit",976,5
253,"2020-01-30","withdrawal",583,-578
253,"2020-02-07","purchase",724,-1302
253,"2020-02-11","deposit",754,-548
253,"2020-02-11","deposit",463,-85
253,"2020-02-22","purchase",492,-577
253,"2020-03-17","purchase",723,-1300
253,"2020-03-24","deposit",843,-457
253,"2020-04-04","withdrawal",257,-714
253,"2020-04-06","withdrawal",990,-1704
253,"2020-04-06","deposit",239,-1465
253,"2020-04-25","deposit",981,-484
254,"2020-01-05","deposit",856,856
254,"2020-01-27","purchase",820,36
254,"2020-02-02","purchase",482,-446
254,"2020-02-08","withdrawal",971,-1417
254,"2020-02-10","withdrawal",314,-1731
254,"2020-02-23","purchase",931,-2662
254,"2020-02-27","purchase",221,-2883
254,"2020-03-14","withdrawal",782,-3665
254,"2020-03-18","deposit",590,-3075
254,"2020-03-27","deposit",961,-2114
254,"2020-03-28","deposit",778,-1336
254,"2020-03-29","deposit",17,-1319
254,"2020-03-30","purchase",5,-1324
254,"2020-03-31","deposit",734,-590
255,"2020-01-14","deposit",563,563
255,"2020-01-31","purchase",310,253
255,"2020-02-16","purchase",479,-226
255,"2020-02-27","deposit",355,129
255,"2020-03-10","deposit",105,234
255,"2020-03-28","purchase",782,-548
256,"2020-01-26","deposit",811,811
256,"2020-01-26","deposit",932,1743
256,"2020-02-04","deposit",10,1753
256,"2020-02-15","withdrawal",372,1381
256,"2020-02-20","withdrawal",278,1103
256,"2020-02-24","purchase",72,1031
256,"2020-02-26","purchase",636,395
256,"2020-02-27","deposit",962,1357
256,"2020-02-29","purchase",451,906
256,"2020-03-02","deposit",469,1375
256,"2020-03-09","deposit",589,1964
256,"2020-03-10","purchase",354,1610
256,"2020-03-22","deposit",82,1692
256,"2020-03-23","withdrawal",540,1152
256,"2020-04-04","purchase",191,961
256,"2020-04-08","deposit",78,1039
256,"2020-04-10","withdrawal",562,477
256,"2020-04-17","purchase",327,150
256,"2020-04-20","deposit",944,1094
257,"2020-01-20","deposit",493,493
257,"2020-01-27","withdrawal",79,414
257,"2020-02-04","purchase",62,352
257,"2020-02-13","withdrawal",319,33
257,"2020-02-17","deposit",13,46
257,"2020-02-19","purchase",929,-883
257,"2020-02-22","deposit",501,-382
257,"2020-02-24","purchase",546,-928
257,"2020-02-28","withdrawal",681,-1609
257,"2020-03-01","withdrawal",659,-2268
257,"2020-03-03","deposit",815,-1453
257,"2020-03-07","withdrawal",105,-1558
257,"2020-03-16","purchase",53,-1611
257,"2020-03-18","withdrawal",31,-1642
257,"2020-03-19","deposit",401,-1241
257,"2020-03-20","deposit",769,-472
257,"2020-04-13","purchase",504,-976
258,"2020-01-25","deposit",590,590
258,"2020-02-04","purchase",849,-259
258,"2020-02-14","purchase",817,-1076
258,"2020-03-04","withdrawal",379,-1455
258,"2020-03-06","purchase",782,-2237
258,"2020-03-16","deposit",43,-2194
258,"2020-03-25","deposit",115,-2079
258,"2020-03-26","purchase",814,-2893
258,"2020-04-03","deposit",819,-2074
258,"2020-04-13","deposit",609,-1465
259,"2020-01-04","deposit",744,744
259,"2020-01-08","purchase",672,72
259,"2020-01-14","deposit",714,786
259,"2020-01-18","deposit",745,1531
259,"2020-01-18","purchase",695,836
259,"2020-01-25","withdrawal",352,484
259,"2020-01-30","purchase",188,296
259,"2020-01-31","deposit",632,928
259,"2020-02-06","purchase",347,581
259,"2020-02-17","withdrawal",982,-401
259,"2020-02-18","withdrawal",41,-442
259,"2020-02-22","withdrawal",464,-906
259,"2020-02-23","deposit",639,-267
259,"2020-03-08","deposit",223,-44
259,"2020-03-17","withdrawal",593,-637
259,"2020-03-30","withdrawal",821,-1458
260,"2020-01-26","deposit",899,899
260,"2020-01-28","deposit",966,1865
260,"2020-03-07","withdrawal",952,913
260,"2020-03-24","deposit",996,1909
261,"2020-01-25","deposit",746,746
261,"2020-02-04","deposit",974,1720
261,"2020-02-14","deposit",27,1747
261,"2020-02-20","withdrawal",339,1408
261,"2020-03-02","purchase",778,630
261,"2020-03-07","withdrawal",959,-329
261,"2020-04-05","deposit",298,-31
262,"2020-01-04","deposit",83,83
262,"2020-01-04","withdrawal",728,-645
262,"2020-01-11","withdrawal",368,-1013
262,"2020-01-23","purchase",57,-1070
262,"2020-02-15","purchase",702,-1772
262,"2020-02-16","purchase",227,-1999
262,"2020-02-17","purchase",16,-2015
262,"2020-02-18","withdrawal",584,-2599
262,"2020-03-06","deposit",97,-2502
262,"2020-03-07","withdrawal",516,-3018
262,"2020-03-11","deposit",264,-2754
262,"2020-03-19","deposit",646,-2108
262,"2020-03-20","deposit",610,-1498
262,"2020-03-23","purchase",871,-2369
262,"2020-03-24","purchase",28,-2397
262,"2020-03-25","deposit",155,-2242
262,"2020-03-31","withdrawal",130,-2372
263,"2020-01-16","deposit",312,312
263,"2020-02-22","purchase",200,112
263,"2020-04-05","deposit",658,770
264,"2020-01-16","deposit",876,876
264,"2020-01-16","deposit",41,917
264,"2020-01-23","purchase",147,770
264,"2020-02-04","purchase",75,695
264,"2020-02-25","deposit",850,1545
264,"2020-03-10","deposit",886,2431
264,"2020-03-18","deposit",362,2793
264,"2020-03-18","deposit",987,3780
264,"2020-03-19","purchase",760,3020
264,"2020-03-25","purchase",932,2088
264,"2020-04-06","withdrawal",793,1295
265,"2020-01-08","deposit",699,699
265,"2020-01-10","deposit",92,791
265,"2020-01-14","withdrawal",818,-27
265,"2020-01-18","deposit",2,-25
265,"2020-02-05","purchase",161,-186
265,"2020-02-10","purchase",193,-379
265,"2020-02-14","purchase",577,-956
265,"2020-02-17","purchase",73,-1029
265,"2020-02-28","withdrawal",452,-1481
265,"2020-03-03","deposit",280,-1201
265,"2020-03-07","deposit",36,-1165
265,"2020-03-08","deposit",483,-682
265,"2020-03-09","deposit",531,-151
265,"2020-03-16","purchase",257,-408
265,"2020-03-23","purchase",835,-1243
265,"2020-03-26","withdrawal",881,-2124
265,"2020-03-27","deposit",89,-2035
265,"2020-03-29","withdrawal",557,-2592
265,"2020-04-05","deposit",644,-1948
266,"2020-01-17","deposit",651,651
266,"2020-02-05","deposit",804,1455
266,"2020-03-12","purchase",668,787
266,"2020-04-01","withdrawal",507,280
266,"2020-04-15","deposit",858,1138
267,"2020-01-19","deposit",31,31
267,"2020-01-29","purchase",196,-165
267,"2020-01-30","withdrawal",660,-825
267,"2020-01-31","deposit",632,-193
267,"2020-02-11","withdrawal",523,-716
267,"2020-02-20","purchase",497,-1213
267,"2020-02-27","purchase",325,-1538
267,"2020-02-27","withdrawal",530,-2068
267,"2020-03-06","deposit",201,-1867
267,"2020-03-08","purchase",880,-2747
267,"2020-03-17","withdrawal",970,-3717
267,"2020-03-21","withdrawal",501,-4218
267,"2020-03-21","withdrawal",729,-4947
267,"2020-03-28","withdrawal",289,-5236
267,"2020-04-04","deposit",996,-4240
267,"2020-04-04","deposit",917,-3323
267,"2020-04-10","deposit",530,-2793
267,"2020-04-13","deposit",351,-2442
268,"2020-01-11","deposit",744,744
268,"2020-01-12","deposit",589,1333
268,"2020-01-15","deposit",291,1624
268,"2020-01-18","deposit",759,2383
268,"2020-01-21","deposit",249,2632
268,"2020-01-22","purchase",547,2085
268,"2020-01-31","withdrawal",386,1699
268,"2020-02-01","withdrawal",937,762
268,"2020-02-04","purchase",169,593
268,"2020-02-09","purchase",104,489
268,"2020-02-13","deposit",503,992
268,"2020-02-13","withdrawal",58,934
268,"2020-02-19","withdrawal",811,123
268,"2020-03-02","deposit",150,273
268,"2020-03-08","purchase",52,221
268,"2020-03-11","deposit",583,804
268,"2020-03-14","purchase",84,720
268,"2020-03-22","withdrawal",450,270
268,"2020-04-03","withdrawal",488,-218
269,"2020-01-14","deposit",654,654
269,"2020-01-15","purchase",421,233
269,"2020-01-15","deposit",351,584
269,"2020-01-18","purchase",406,178
269,"2020-01-21","withdrawal",895,-717
269,"2020-01-27","withdrawal",705,-1422
269,"2020-01-28","withdrawal",765,-2187
269,"2020-01-29","withdrawal",478,-2665
269,"2020-02-02","deposit",354,-2311
269,"2020-02-11","purchase",550,-2861
269,"2020-02-15","withdrawal",459,-3320
269,"2020-02-20","purchase",665,-3985
269,"2020-03-04","withdrawal",24,-4009
269,"2020-03-10","deposit",471,-3538
269,"2020-03-15","deposit",766,-2772
269,"2020-03-30","deposit",302,-2470
269,"2020-04-03","purchase",98,-2568
269,"2020-04-07","deposit",640,-1928
269,"2020-04-11","deposit",64,-1864
270,"2020-01-16","deposit",294,294
270,"2020-01-18","deposit",708,1002
270,"2020-01-30","deposit",393,1395
270,"2020-02-02","withdrawal",835,560
270,"2020-02-18","deposit",520,1080
270,"2020-02-24","deposit",315,1395
270,"2020-02-26","deposit",69,1464
270,"2020-02-28","withdrawal",503,961
270,"2020-03-06","deposit",843,1804
270,"2020-03-11","withdrawal",379,1425
270,"2020-03-15","withdrawal",826,599
270,"2020-04-06","purchase",984,-385
270,"2020-04-08","withdrawal",57,-442
271,"2020-01-08","deposit",318,318
271,"2020-01-11","purchase",833,-515
271,"2020-01-17","deposit",469,-46
271,"2020-01-17","purchase",821,-867
271,"2020-01-19","withdrawal",719,-1586
271,"2020-02-02","deposit",965,-621
271,"2020-02-06","purchase",167,-788
271,"2020-02-26","deposit",737,-51
271,"2020-02-28","deposit",55,4
271,"2020-02-29","deposit",268,272
271,"2020-03-05","purchase",468,-196
271,"2020-03-05","withdrawal",584,-780
271,"2020-03-11","purchase",842,-1622
271,"2020-03-11","purchase",245,-1867
271,"2020-03-18","deposit",844,-1023
271,"2020-03-19","deposit",478,-545
271,"2020-03-23","deposit",497,-48
271,"2020-03-29","purchase",568,-616
271,"2020-04-02","deposit",857,241
271,"2020-04-02","withdrawal",61,180
272,"2020-01-11","deposit",706,706
272,"2020-01-27","purchase",934,-228
272,"2020-02-01","deposit",526,298
272,"2020-02-10","withdrawal",563,-265
272,"2020-02-19","purchase",852,-1117
272,"2020-02-22","withdrawal",15,-1132
272,"2020-02-29","purchase",541,-1673
272,"2020-04-01","deposit",708,-965
272,"2020-04-01","withdrawal",804,-1769
273,"2020-01-19","deposit",876,876
273,"2020-02-08","deposit",751,1627
273,"2020-02-13","withdrawal",883,744
273,"2020-02-15","deposit",215,959
273,"2020-02-22","withdrawal",826,133
273,"2020-03-23","deposit",684,817
273,"2020-03-25","purchase",995,-178
273,"2020-04-06","deposit",859,681
273,"2020-04-07","withdrawal",147,534
273,"2020-04-13","purchase",226,308
274,"2020-01-02","deposit",801,801
274,"2020-01-03","purchase",174,627
274,"2020-01-03","withdrawal",437,190
274,"2020-01-04","withdrawal",839,-649
274,"2020-01-04","purchase",359,-1008
274,"2020-01-07","deposit",763,-245
274,"2020-01-08","withdrawal",217,-462
274,"2020-01-18","purchase",318,-780
274,"2020-02-09","purchase",949,-1729
274,"2020-02-13","deposit",192,-1537
274,"2020-02-15","deposit",815,-722
274,"2020-02-17","deposit",554,-168
274,"2020-02-23","withdrawal",493,-661
274,"2020-02-28","deposit",79,-582
274,"2020-03-01","deposit",156,-426
274,"2020-03-09","deposit",895,469
274,"2020-03-12","purchase",345,124
275,"2020-01-28","deposit",211,211
275,"2020-02-10","purchase",390,-179
275,"2020-02-16","withdrawal",918,-1097
275,"2020-02-24","deposit",53,-1044
275,"2020-02-27","withdrawal",281,-1325
275,"2020-03-01","withdrawal",481,-1806
275,"2020-03-02","deposit",127,-1679
275,"2020-03-05","deposit",377,-1302
275,"2020-03-06","deposit",763,-539
275,"2020-03-14","deposit",600,61
275,"2020-03-19","withdrawal",869,-808
275,"2020-03-25","purchase",473,-1281
275,"2020-03-28","purchase",768,-2049
275,"2020-03-30","withdrawal",924,-2973
275,"2020-04-07","withdrawal",643,-3616
275,"2020-04-09","withdrawal",220,-3836
275,"2020-04-11","purchase",676,-4512
275,"2020-04-13","deposit",934,-3578
275,"2020-04-22","withdrawal",445,-4023
275,"2020-04-23","deposit",854,-3169
276,"2020-01-07","deposit",926,926
276,"2020-01-09","withdrawal",360,566
276,"2020-01-10","purchase",52,514
276,"2020-01-13","purchase",922,-408
276,"2020-01-13","purchase",465,-873
276,"2020-01-17","deposit",600,-273
276,"2020-01-28","purchase",578,-851
276,"2020-02-04","deposit",559,-292
276,"2020-02-08","withdrawal",222,-514
276,"2020-02-21","deposit",319,-195
276,"2020-02-25","withdrawal",601,-796
276,"2020-03-01","deposit",189,-607
276,"2020-03-01","purchase",985,-1592
276,"2020-03-08","deposit",624,-968
276,"2020-03-30","purchase",976,-1944
277,"2020-01-27","deposit",615,615
277,"2020-02-16","deposit",796,1411
277,"2020-03-09","purchase",143,1268
277,"2020-03-18","purchase",303,965
277,"2020-03-25","deposit",900,1865
278,"2020-01-26","deposit",682,682
278,"2020-01-27","deposit",627,1309
278,"2020-02-17","deposit",878,2187
278,"2020-02-21","purchase",10,2177
278,"2020-02-25","withdrawal",618,1559
278,"2020-02-26","deposit",442,2001
278,"2020-02-28","withdrawal",278,1723
278,"2020-03-03","withdrawal",152,1571
278,"2020-03-11","deposit",455,2026
278,"2020-04-01","withdrawal",276,1750
278,"2020-04-05","deposit",152,1902
278,"2020-04-11","deposit",396,2298
278,"2020-04-15","purchase",414,1884
278,"2020-04-16","deposit",417,2301
278,"2020-04-17","deposit",727,3028
278,"2020-04-20","deposit",526,3554
279,"2020-01-13","deposit",98,98
279,"2020-01-13","deposit",116,214
279,"2020-01-15","deposit",837,1051
279,"2020-01-23","deposit",844,1895
279,"2020-02-19","deposit",443,2338
279,"2020-02-24","deposit",725,3063
279,"2020-02-24","deposit",578,3641
279,"2020-03-25","purchase",83,3558
279,"2020-03-27","withdrawal",135,3423
279,"2020-03-29","deposit",15,3438
279,"2020-03-30","deposit",745,4183
279,"2020-04-01","withdrawal",80,4103
280,"2020-01-03","deposit",273,273
280,"2020-01-12","withdrawal",834,-561
280,"2020-01-26","deposit",182,-379
280,"2020-01-29","deposit",292,-87
280,"2020-02-07","withdrawal",16,-103
280,"2020-02-14","deposit",767,664
280,"2020-02-15","withdrawal",767,-103
280,"2020-02-24","purchase",82,-185
280,"2020-03-09","deposit",205,20
280,"2020-03-10","withdrawal",607,-587
280,"2020-03-27","deposit",214,-373
281,"2020-01-06","deposit",616,616
281,"2020-01-09","withdrawal",147,469
281,"2020-01-11","deposit",357,826
281,"2020-01-13","purchase",198,628
281,"2020-01-15","deposit",299,927
281,"2020-01-18","purchase",229,698
281,"2020-01-21","withdrawal",838,-140
281,"2020-01-29","deposit",360,220
281,"2020-02-02","deposit",383,603
281,"2020-02-08","withdrawal",304,299
281,"2020-02-11","deposit",875,1174
281,"2020-02-13","deposit",713,1887
281,"2020-02-27","purchase",832,1055
281,"2020-03-04","withdrawal",102,953
281,"2020-03-05","deposit",922,1875
281,"2020-03-06","deposit",701,2576
281,"2020-03-07","deposit",740,3316
281,"2020-03-08","purchase",210,3106
281,"2020-03-20","withdrawal",929,2177
281,"2020-03-24","withdrawal",865,1312
281,"2020-03-25","deposit",880,2192
281,"2020-04-04","deposit",812,3004
282,"2020-01-24","deposit",74,74
282,"2020-02-18","purchase",787,-713
282,"2020-03-25","deposit",548,-165
282,"2020-03-25","purchase",497,-662
282,"2020-03-29","purchase",999,-1661
282,"2020-04-02","deposit",370,-1291
282,"2020-04-09","deposit",387,-904
282,"2020-04-11","deposit",203,-701
282,"2020-04-17","purchase",734,-1435
282,"2020-04-20","deposit",124,-1311
283,"2020-01-05","deposit",947,947
283,"2020-01-05","withdrawal",977,-30
283,"2020-01-06","withdrawal",697,-727
283,"2020-01-11","deposit",49,-678
283,"2020-01-11","withdrawal",151,-829
283,"2020-01-16","purchase",619,-1448
283,"2020-01-21","deposit",50,-1398
283,"2020-01-24","deposit",643,-755
283,"2020-01-31","withdrawal",446,-1201
283,"2020-02-05","deposit",58,-1143
283,"2020-02-24","purchase",846,-1989
283,"2020-02-24","withdrawal",829,-2818
283,"2020-03-05","purchase",606,-3424
283,"2020-03-07","withdrawal",662,-4086
283,"2020-03-09","purchase",121,-4207
283,"2020-03-27","purchase",231,-4438
283,"2020-03-29","purchase",629,-5067
283,"2020-03-31","purchase",654,-5721
283,"2020-04-01","purchase",601,-6322
283,"2020-04-02","purchase",823,-7145
284,"2020-01-30","deposit",257,257
284,"2020-02-02","withdrawal",324,-67
284,"2020-02-02","deposit",862,795
284,"2020-02-05","purchase",687,108
284,"2020-02-11","withdrawal",574,-466
284,"2020-02-11","purchase",836,-1302
284,"2020-02-11","purchase",210,-1512
284,"2020-02-14","purchase",586,-2098
284,"2020-02-18","withdrawal",500,-2598
284,"2020-02-22","deposit",290,-2308
284,"2020-02-24","purchase",294,-2602
284,"2020-03-04","purchase",852,-3454
284,"2020-03-05","deposit",306,-3148
284,"2020-03-06","purchase",407,-3555
284,"2020-03-06","purchase",16,-3571
284,"2020-03-07","withdrawal",646,-4217
284,"2020-03-10","deposit",679,-3538
284,"2020-03-27","deposit",712,-2826
284,"2020-04-01","purchase",903,-3729
284,"2020-04-07","withdrawal",741,-4470
284,"2020-04-10","deposit",356,-4114
284,"2020-04-23","deposit",735,-3379
285,"2020-01-22","deposit",360,360
285,"2020-02-11","deposit",998,1358
285,"2020-03-08","deposit",607,1965
286,"2020-01-02","deposit",177,177
286,"2020-02-07","purchase",6,171
287,"2020-01-22","deposit",658,658
287,"2020-02-01","deposit",966,1624
287,"2020-02-05","purchase",227,1397
287,"2020-02-26","purchase",568,829
287,"2020-03-06","deposit",38,867
287,"2020-03-13","deposit",971,1838
287,"2020-03-14","deposit",518,2356
287,"2020-03-16","withdrawal",932,1424
287,"2020-03-28","purchase",538,886
287,"2020-04-09","purchase",816,70
287,"2020-04-11","withdrawal",476,-406
288,"2020-01-13","deposit",758,758
288,"2020-01-13","deposit",586,1344
288,"2020-01-19","purchase",571,773
288,"2020-01-20","deposit",5,778
288,"2020-02-02","purchase",346,432
288,"2020-02-14","deposit",87,519
288,"2020-02-22","purchase",677,-158
288,"2020-02-29","purchase",709,-867
288,"2020-03-26","deposit",352,-515
289,"2020-01-28","deposit",838,838
289,"2020-02-02","deposit",688,1526
289,"2020-02-11","withdrawal",382,1144
289,"2020-02-14","purchase",939,205
289,"2020-02-24","purchase",412,-207
289,"2020-03-03","purchase",64,-271
289,"2020-03-07","deposit",860,589
289,"2020-03-20","purchase",868,-279
289,"2020-03-26","deposit",255,-24
289,"2020-03-31","withdrawal",910,-934
289,"2020-04-15","withdrawal",453,-1387
289,"2020-04-16","deposit",436,-951
289,"2020-04-24","withdrawal",511,-1462
289,"2020-04-26","deposit",403,-1059
290,"2020-01-15","deposit",788,788
290,"2020-01-20","purchase",737,51
290,"2020-01-21","deposit",734,785
290,"2020-02-01","deposit",858,1643
290,"2020-02-09","withdrawal",531,1112
290,"2020-02-12","purchase",174,938
290,"2020-02-15","deposit",698,1636
290,"2020-02-20","withdrawal",195,1441
290,"2020-02-26","withdrawal",302,1139
290,"2020-03-20","deposit",922,2061
290,"2020-04-05","purchase",871,1190
290,"2020-04-05","purchase",583,607
290,"2020-04-09","purchase",586,21
291,"2020-01-20","deposit",930,930
291,"2020-04-01","deposit",8,938
291,"2020-04-10","purchase",697,241
291,"2020-04-14","deposit",290,531
292,"2020-01-10","deposit",136,136
292,"2020-01-13","withdrawal",289,-153
292,"2020-01-15","withdrawal",909,-1062
292,"2020-01-19","purchase",44,-1106
292,"2020-01-19","withdrawal",973,-2079
292,"2020-01-26","purchase",760,-2839
292,"2020-01-28","withdrawal",218,-3057
292,"2020-01-30","purchase",401,-3458
292,"2020-02-13","withdrawal",999,-4457
292,"2020-02-23","purchase",46,-4503
292,"2020-02-27","withdrawal",143,-4646
292,"2020-03-02","withdrawal",270,-4916
292,"2020-03-07","deposit",343,-4573
292,"2020-03-14","deposit",503,-4070
292,"2020-03-23","withdrawal",690,-4760
293,"2020-01-15","deposit",541,541
293,"2020-01-29","withdrawal",27,514
293,"2020-01-30","purchase",993,-479
293,"2020-01-31","deposit",96,-383
293,"2020-02-04","deposit",48,-335
293,"2020-02-04","withdrawal",966,-1301
293,"2020-02-13","withdrawal",464,-1765
293,"2020-02-16","withdrawal",804,-2569
293,"2020-02-24","deposit",756,-1813
293,"2020-02-29","deposit",361,-1452
293,"2020-03-03","deposit",270,-1182
293,"2020-03-28","withdrawal",588,-1770
293,"2020-04-09","purchase",730,-2500
294,"2020-01-12","deposit",307,307
294,"2020-02-11","withdrawal",79,228
294,"2020-02-14","withdrawal",411,-183
294,"2020-02-17","deposit",854,671
294,"2020-02-18","deposit",886,1557
294,"2020-03-22","withdrawal",850,707
295,"2020-01-26","deposit",636,636
295,"2020-02-03","deposit",708,1344
295,"2020-02-15","purchase",848,496
295,"2020-03-06","deposit",987,1483
295,"2020-03-21","purchase",53,1430
295,"2020-04-03","purchase",475,955
295,"2020-04-15","purchase",474,481
295,"2020-04-18","purchase",658,-177
296,"2020-01-13","deposit",846,846
296,"2020-01-27","withdrawal",655,191
296,"2020-02-01","deposit",983,1174
296,"2020-02-11","purchase",110,1064
296,"2020-02-17","withdrawal",774,290
296,"2020-02-22","deposit",733,1023
296,"2020-02-23","withdrawal",212,811
296,"2020-02-29","deposit",341,1152
296,"2020-03-11","deposit",317,1469
296,"2020-03-16","withdrawal",160,1309
296,"2020-04-05","deposit",911,2220
297,"2020-01-25","deposit",469,469
297,"2020-01-26","deposit",973,1442
297,"2020-01-29","purchase",53,1389
297,"2020-01-30","deposit",47,1436
297,"2020-01-30","withdrawal",886,550
297,"2020-02-02","deposit",809,1359
297,"2020-02-17","withdrawal",151,1208
297,"2020-02-18","withdrawal",382,826
297,"2020-02-20","purchase",741,85
297,"2020-02-21","deposit",613,698
297,"2020-02-28","withdrawal",113,585
297,"2020-03-07","deposit",822,1407
297,"2020-03-14","purchase",149,1258
297,"2020-03-20","purchase",391,867
297,"2020-03-22","purchase",377,490
297,"2020-03-30","deposit",514,1004
297,"2020-04-17","deposit",278,1282
298,"2020-01-16","deposit",36,36
298,"2020-01-21","withdrawal",572,-536
